symbol,status,type,distance_pct,trend,ltp,virgin_level,pivot,tc,bc,width_pct,width_percentile,narrow_threshold_pct,days_virgin,source_date,session_date,is_virgin,is_narrow,narrow_percentile_used,scanned_at
NIVABUPA,86.04,V+N,-2.83,below,83.61,86.04,86.04,86.04,86.04,0.004,1.6,0.019,1,2026-07-21,2026-07-23,True,True,5.0,2026-07-23T12:56:52+05:30
3MINDIA,35177.5,V+N,1.63,above,35750.0,35177.5,35175.0,35177.5,35172.5,0.014,2.5,0.028,1,2026-07-21,2026-07-23,True,True,5.0,2026-07-23T12:56:52+05:30
NTPCGREEN,92.55,V+N,5.35,above,97.5,92.55,92.55,92.55,92.54,0.007,2.5,0.018,1,2026-07-21,2026-07-23,True,True,5.0,2026-07-23T12:56:52+05:30
CASTROLIND,184.77,V+N,0.26,above,185.25,184.77,184.77,184.77,184.76,0.005,2.7,0.014,1,2026-07-21,2026-07-23,True,True,5.0,2026-07-23T12:56:52+05:30
GMRAIRPORT,111.47,V+N,-3.1,below,108.01,111.47,111.47,111.48,111.47,0.009,2.7,0.02,1,2026-07-21,2026-07-23,True,True,5.0,2026-07-23T12:56:52+05:30
NSLNISP,43.09,V+N,-3.07,below,41.77,43.09,43.1,43.11,43.09,0.023,3.3,0.038,1,2026-07-21,2026-07-23,True,True,5.0,2026-07-23T12:56:52+05:30
SIGNATURE,800.15,V+N,-3.68,below,770.7,800.15,800.25,800.35,800.15,0.025,3.3,0.032,1,2026-07-21,2026-07-23,True,True,5.0,2026-07-23T12:56:52+05:30
FACT,833.63,V+N,-2.69,below,811.25,833.63,833.87,834.1,833.63,0.056,4.1,0.059,1,2026-07-21,2026-07-23,True,True,5.0,2026-07-23T12:56:52+05:30
SARDAEN,508.4,V+N,-1.11,below,502.75,508.4,508.47,508.53,508.4,0.026,4.7,0.028,1,2026-07-21,2026-07-23,True,True,5.0,2026-07-23T12:56:52+05:30
HDFCAMC,2599.62,V+W,-3.78,below,2501.4,2599.62,2618.13,2636.65,2599.62,1.414,97.0,0.025,1,2026-07-21,2026-07-23,True,False,5.0,2026-07-23T12:56:52+05:30
BAJAJ-AUTO,10933.33,V+W,2.96,above,11257.5,10933.33,10868.17,10933.33,10803.0,1.199,97.5,0.028,1,2026-07-22,2026-07-23,True,False,5.0,2026-07-23T12:56:52+05:30
SOBHA,1471.8,V+W,-6.17,below,1381.0,1471.8,1487.3,1502.8,1471.8,2.084,99.2,0.028,1,2026-07-21,2026-07-23,True,False,5.0,2026-07-23T12:56:52+05:30
ABSLAMC,1030.41,V+W,-4.03,below,988.9,1030.41,1043.22,1056.04,1030.41,2.456,99.5,0.033,1,2026-07-21,2026-07-23,True,False,5.0,2026-07-23T12:56:52+05:30
CANHLIFE,156.5,V+W,-5.37,below,148.1,156.5,158.4,160.29,156.5,2.393,99.5,0.02,1,2026-07-21,2026-07-23,True,False,5.0,2026-07-23T12:56:52+05:30
ANANDRATHI,2090.5,V,-0.75,below,2074.9,2090.5,2090.73,2090.97,2090.5,0.022,5.2,0.022,1,2026-07-21,2026-07-23,True,False,5.0,2026-07-23T12:56:52+05:30
HONAUT,38560.0,V,-1.37,below,38030.0,38560.0,38565.0,38570.0,38560.0,0.026,5.2,0.023,1,2026-07-21,2026-07-23,True,False,5.0,2026-07-23T12:56:52+05:30
TATACAP,347.38,V,-1.48,below,342.25,347.38,347.42,347.45,347.38,0.019,5.7,0.016,1,2026-07-22,2026-07-23,True,False,5.0,2026-07-23T12:56:52+05:30
TATASTEEL,186.45,V,-0.85,below,184.87,186.45,186.48,186.5,186.45,0.029,5.8,0.023,1,2026-07-22,2026-07-23,True,False,5.0,2026-07-23T12:56:52+05:30
ACUTAAS,3674.5,V,-5.56,below,3470.3,3674.5,3675.33,3676.17,3674.5,0.045,6.0,0.036,1,2026-07-21,2026-07-23,True,False,5.0,2026-07-23T12:56:52+05:30
GODREJCP,1053.97,V,1.49,above,1069.7,1053.97,1053.73,1053.97,1053.5,0.044,6.3,0.037,1,2026-07-21,2026-07-23,True,False,5.0,2026-07-23T12:56:52+05:30
GRAVITA,1804.83,V,-1.36,below,1780.3,1804.83,1805.17,1805.5,1804.83,0.037,6.3,0.031,1,2026-07-21,2026-07-23,True,False,5.0,2026-07-23T12:56:52+05:30
ACC,1386.9,V,-3.24,below,1342.0,1386.9,1387.2,1387.5,1386.9,0.043,6.6,0.033,1,2026-07-21,2026-07-23,True,False,5.0,2026-07-23T12:56:52+05:30
COHANCE,445.3,V,-4.03,below,427.35,445.3,445.42,445.53,445.3,0.052,7.1,0.022,1,2026-07-21,2026-07-23,True,False,5.0,2026-07-23T12:56:52+05:30
REDINGTON,270.04,V,-2.5,below,263.3,270.04,270.13,270.23,270.04,0.068,7.7,0.039,1,2026-07-21,2026-07-23,True,False,5.0,2026-07-23T12:56:52+05:30
RPOWER,24.19,V,-1.98,below,23.71,24.19,24.21,24.22,24.19,0.151,9.0,0.076,1,2026-07-22,2026-07-23,True,False,5.0,2026-07-23T12:56:52+05:30
EIHOTEL,334.97,V,-3.46,below,323.4,334.97,335.07,335.16,334.97,0.055,9.3,0.031,1,2026-07-21,2026-07-23,True,False,5.0,2026-07-23T12:56:52+05:30
RBLBANK,366.85,V,-3.43,below,354.25,366.85,366.97,367.08,366.85,0.064,9.3,0.032,1,2026-07-21,2026-07-23,True,False,5.0,2026-07-23T12:56:52+05:30
ATHERENERG,1286.45,V,-3.33,below,1243.6,1286.45,1287.1,1287.75,1286.45,0.101,9.5,0.063,1,2026-07-21,2026-07-23,True,False,5.0,2026-07-23T12:56:52+05:30
NAVINFLUOR,7873.0,V,-1.66,below,7742.5,7873.0,7876.0,7879.0,7873.0,0.076,9.9,0.046,1,2026-07-21,2026-07-23,True,False,5.0,2026-07-23T12:56:52+05:30
SAILIFE,1287.0,V,-3.68,below,1239.7,1287.0,1287.57,1288.13,1287.0,0.088,10.4,0.043,1,2026-07-21,2026-07-23,True,False,5.0,2026-07-23T12:56:52+05:30
VOLTAS,1359.73,V,-3.75,below,1308.7,1359.73,1360.27,1360.8,1359.73,0.078,10.4,0.037,1,2026-07-21,2026-07-23,True,False,5.0,2026-07-23T12:56:52+05:30
KFINTECH,887.7,V,-1.68,below,872.75,887.7,888.08,888.47,887.7,0.086,11.0,0.019,1,2026-07-21,2026-07-23,True,False,5.0,2026-07-23T12:56:52+05:30
ANURAS,1266.83,V,-1.84,below,1243.5,1266.83,1267.27,1267.7,1266.83,0.068,11.8,0.025,1,2026-07-21,2026-07-23,True,False,5.0,2026-07-23T12:56:52+05:30
LINDEINDIA,7006.58,V,-3.66,below,6750.0,7006.58,7009.17,7011.75,7006.58,0.074,12.9,0.025,1,2026-07-21,2026-07-23,True,False,5.0,2026-07-23T12:56:52+05:30
ABREL,1442.5,V,-3.0,below,1399.2,1442.5,1443.43,1444.37,1442.5,0.129,13.4,0.029,1,2026-07-21,2026-07-23,True,False,5.0,2026-07-23T12:56:52+05:30
TECHNOE,1021.5,V,-2.51,below,995.9,1021.5,1022.2,1022.9,1021.5,0.137,13.4,0.052,1,2026-07-21,2026-07-23,True,False,5.0,2026-07-23T12:56:52+05:30
AIAENG,4674.75,V,-1.82,below,4589.5,4674.75,4677.0,4679.25,4674.75,0.096,14.0,0.041,1,2026-07-21,2026-07-23,True,False,5.0,2026-07-23T12:56:52+05:30
INDIANB,855.73,V,-3.44,below,826.3,855.73,856.12,856.5,855.73,0.09,14.2,0.034,1,2026-07-21,2026-07-23,True,False,5.0,2026-07-23T12:56:52+05:30
SUPREMEIND,3396.92,V,0.88,above,3426.8,3396.92,3394.73,3396.92,3392.55,0.129,14.8,0.041,1,2026-07-21,2026-07-23,True,False,5.0,2026-07-23T12:56:52+05:30
MFSL,1537.3,V,-1.13,below,1520.0,1537.3,1538.0,1538.7,1537.3,0.091,15.3,0.019,1,2026-07-21,2026-07-23,True,False,5.0,2026-07-23T12:56:52+05:30
MEDANTA,1341.95,V,2.58,above,1376.6,1341.95,1341.3,1341.95,1340.65,0.097,15.6,0.028,1,2026-07-21,2026-07-23,True,False,5.0,2026-07-23T12:56:52+05:30
CEMPRO,1635.35,V,-7.25,below,1516.8,1635.35,1636.77,1638.18,1635.35,0.173,17.3,0.04,1,2026-07-21,2026-07-23,True,False,5.0,2026-07-23T12:56:52+05:30
NEWGEN,533.68,V,-4.37,below,510.35,533.68,534.2,534.73,533.68,0.197,19.7,0.031,1,2026-07-22,2026-07-23,True,False,5.0,2026-07-23T12:56:52+05:30
BIKAJI,644.66,V,-1.82,below,632.9,644.66,645.07,645.47,644.66,0.127,20.0,0.02,1,2026-07-21,2026-07-23,True,False,5.0,2026-07-23T12:56:52+05:30
