symbol,timeframe,direction,mode,close,level,breakout_pct,volume_ratio,prior_high,prior_low,bar_time,lookback,is_52w_high,strong_close,scanned_at
HAVELLS,1H,bullish,standard,1261.1,1246.8,1.15,3.95,1246.8,1224.5,2026-07-30,20,False,True,2026-07-30T12:55:25+05:30
INDUSTOWER,1H,bullish,standard,395.55,394.55,0.25,3.32,394.55,380.7,2026-07-30,20,False,True,2026-07-30T12:55:25+05:30
SONACOMS,1H,bullish,standard,753.1,751.8,0.17,2.67,751.8,707.9,2026-07-30,20,False,True,2026-07-30T12:55:25+05:30
INDHOTEL,1H,bullish,standard,747.35,745.9,0.19,2.58,745.9,731.15,2026-07-30,20,False,True,2026-07-30T12:55:25+05:30
SBIN,1H,bullish,standard,1025.0,1022.8,0.22,1.45,1022.8,1008.0,2026-07-30,20,False,True,2026-07-30T12:55:25+05:30
DALBHARAT,1H,bearish,standard,1796.7,1800.1,-0.19,2.92,1840.3,1800.1,2026-07-30,20,False,True,2026-07-30T12:55:25+05:30
EMAMILTD,1H,bearish,standard,402.15,402.3,-0.04,1.98,419.25,402.3,2026-07-30,20,False,True,2026-07-30T12:55:25+05:30
PREMIERENE,1H,bearish,standard,981.2,981.5,-0.03,1.33,1043.7,981.5,2026-07-30,20,False,True,2026-07-30T12:55:25+05:30
WIPRO,1D,bullish,standard,188.45,185.76,1.45,2.07,185.76,167.09,2026-07-30,20,False,True,2026-07-30T12:55:25+05:30
CRAFTSMAN,1D,bullish,standard,10041.0,10037.0,0.04,1.76,10037.0,8944.59,2026-07-30,20,True,True,2026-07-30T12:55:25+05:30
ALKEM,1D,bullish,standard,5833.0,5735.5,1.7,1.6,5735.5,5487.0,2026-07-30,20,False,True,2026-07-30T12:55:25+05:30
SONACOMS,1D,bullish,standard,753.1,741.65,1.54,1.6,741.65,616.85,2026-07-30,20,True,True,2026-07-30T12:55:25+05:30
HEROMOTOCO,1D,bullish,standard,5303.5,5172.8,2.53,1.32,5172.8,4704.8,2026-07-30,20,False,True,2026-07-30T12:55:25+05:30
TVSMOTOR,1D,bullish,standard,4170.0,4085.0,2.08,1.3,4085.0,3527.0,2026-07-30,20,True,True,2026-07-30T12:55:25+05:30
TIINDIA,1D,bearish,standard,2698.1,2746.6,-1.77,2.73,3128.3,2746.6,2026-07-30,20,False,True,2026-07-30T12:55:25+05:30
